
#,NAME,PSRJ,RAJ,DECJ,PMRA,PMDEC,P0,P1,F0,F1,F2,S400,S1400,S2000,BINARY,PB,DIST,DIST_DM,PSR,R_LUM,R_LUM14,AGE,TYPE,
137,J0324+5239,J0324+5239,03:24:55.4,+52:39:31.3,,,0.336620,3.81e-16,2.970707,-3.362e-15,,,0.19,,,,2.290,2.290,,,9.96e-01,1.40e+07,
138,J0325+6744,J0325+6744,03:25:05.1,+67:44:59.3,,,1.364679,1.55e-15,0.732773,-8.340e-16,,,,,,,1.929,1.929,,,,1.39e+07,
139,J0329+1654,J0329+1654,03:29:08.5,+16:54:02,,,0.893320,2.15e-16,1.119420,-2.697e-16,,0.60,,,,,2.557,2.557,,3.92e+00,,6.58e+07,
140,B0329+54,J0332+5434,03:32:59.4,+54:34:43.3,16.970,-10.370,0.714520,2.05e-15,1.399542,-4.012e-15,5.300e-28,1500.00,203.00,,,,1.695,1.183,,4.31e+03,5.83e+02,5.53e+06,
141,B0331+45,J0335+4555,03:35:16.6,+45:55:53.4,-3.660,-0.080,0.269201,7.35e-18,3.714703,-1.014e-16,-3.700e-28,6.00,0.80,,,,2.439,1.535,,3.57e+01,4.76e+00,5.80e+08,
142,J0335+6623,J0335+6623,03:35:57.0,+66:23:23.6,,,1.761934,4.81e-15,0.567558,-1.550e-15,,10.50,,,,,1.907,1.907,,3.82e+01,,5.80e+06,
143,J0337+1715,J0337+1715,03:37:43.8,+17:15:14.8,4.810,-4.420,0.002733,1.77e-20,365.953363,-2.366e-15,,,,,ELL1,1.6294,1.300,0.816,,,,2.45e+09,
144,J0337+79,J0337+79,03:37:22,+79:01:44,,,2.056210,,0.486332,,,,,,,,1.053,1.053,RRAT[kkl+15],,,,
145,J0340+4130,J0340+4130,03:40:23.2,+41:30:45.2,-0.532,-3.331,0.003299,7.05e-21,303.090979,-6.474e-16,,2.00,0.31,,,,1.603,1.603,HE,5.14e+00,7.97e-01,7.42e+09,
146,J0341+5711,J0341+5711,03:41,+57:11,,,1.888000,,0.529661,,,364.70,,,,,2.037,2.037,,1.51e+03,,,
