,f_obs,fdot_obs,dist,mu,alpha,Mbh,fdot_ratio,tauGW,strain,powGW,EM_lum_eps6
147.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.027657020461413905,3.3001503841325355,3.536303538409668,6615.0,7.331837953078642e-25,1.3139807300705802e+34,1.0958117839532554e+43
148.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.02826648364173764,3.3728740584511825,4.633519871237546,5368.0,7.2535461869915475e-25,1.2860270822043254e+34,9.953475532104996e+42
149.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.028875946822061377,3.4455977327698295,6.034641278638334,4376.0,7.1777509347333995e-25,1.2592497408320982e+34,9.059763063679758e+42
150.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.029485410002385113,3.5183214070884756,7.814125885335509,3584.0,7.104322237788936e-25,1.2335757768475716e+34,8.262743532248208e+42
151.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.03009487318270885,3.5910450814071226,10.062379904862352,2947.0,7.033139406324306e-25,1.2089381687489182e+34,7.550251683206007e+42
152.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.030704336363032585,3.6637687557257697,12.888697586412324,2434.0,6.964090186345688e-25,1.1852752162758655e+34,6.911858327172782e+42
153.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.03131379954335632,3.736492430044416,16.42465754590778,2017.0,6.897070016737981e-25,1.1625300225987624e+34,6.3385944303535e+42
154.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.031923262723680054,3.8092161043630623,20.828033219138444,1679.0,6.831981364610453e-25,1.140650035774804e+34,5.82272335769559e+42
155.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.032532725904003794,3.88193977868171,26.28728080742847,1402.0,6.7687331296521655e-25,1.1195866417981765e+34,5.3575521424523734e+42
156.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.033142189084327534,3.954663453000357,33.02667409673661,1175.0,6.7072401089065165e-25,1.0992948025022558e+34,4.937274516976895e+42
157.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.033751652264651266,4.027387127319003,41.31216192905701,988.0,0.0,0.0,0.0
158.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.034361115444975,4.1001108016376495,51.45803090354269,833.0,0.0,0.0,0.0
159.0,271.987229,2.842e-15,4.69,1.124694996709944e-12,0.03497057862529874,4.172834475956297,63.83446309288464,705.0,0.0,0.0,0.0
160.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.02239732922507601,2.219911320772348,0.4488029675344212,41842.0,0.0,0.0,0.0
161.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.02302524022051993,2.2821467200565975,0.6342244536230596,32038.0,0.0,0.0,0.0
162.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.023653151215963855,2.3443821193408474,0.8876368872098698,24714.0,0.0,0.0,0.0
163.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.024281062211407776,2.4066175186250964,1.230985159488571,19199.0,4.897523478301854e-25,8.498978254166991e+33,1.468594712159638e+43
164.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.024908973206851696,2.468852917909346,1.6923826604220296,15014.0,4.8362439252224075e-25,8.287384902110627e+33,1.3118963231106832e+43
165.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.02553688420229562,2.531088317193596,2.3076001865118325,11816.0,4.777243351043978e-25,8.086171321872109e+33,1.175258730127613e+43
166.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.02616479519773954,2.593323716477845,3.121857519960236,9356.0,4.7203839323556945e-25,7.894590321742134e+33,1.0557073079357395e+43
167.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.026792706193183462,2.655559115762095,4.19196804996453,7450.0,4.66553922927171e-25,7.711964753737728e+33,9.507658844883479e+42
168.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.027420617188627386,2.7177945150463443,5.588893364075354,5966.0,4.612593004681367e-25,7.537679493872618e+33,8.58364045230846e+42
169.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.028048528184071306,2.7800299143305938,7.400771907474772,4802.0,4.561438189816732e-25,7.37117449962479e+33,7.76763305049496e+42
170.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.028676439179515227,2.842265313614843,9.736493622938848,3884.0,4.511975975205432e-25,7.211938779579986e+33,7.044979902251684e+42
171.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.02930435017495915,2.9045007128990927,12.729900977279357,3157.0,4.4641150093036845e-25,7.059505138009315e+33,6.403276558390774e+42
172.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.029932261170403072,2.966736112183342,16.54470598159682,2578.0,4.417770690403433e-25,6.913445581754593e+33,5.831985996427525e+42
173.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.030560172165846992,3.0289715114675912,21.380222757082624,2114.0,4.372864538661199e-25,6.77336729218853e+33,5.3221258712813797e+42
174.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.031188083161290917,3.091206910751841,27.47802591337415,1741.0,4.32932363840617e-25,6.638909084841152e+33,4.8660132252302074e+42
175.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.031815994156734834,3.1534423100360907,35.12965652543685,1440.0,4.287080141088086e-25,6.509738287517744e+33,4.4570552031091195e+42
176.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.03244390515217876,3.21567770932034,44.685509845481135,1195.0,4.246070821551602e-25,6.385547981330591e+33,4.0895767749848e+42
177.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.03307181614762268,3.27791310860459,56.565052097930945,996.0,0.0,0.0,0.0
178.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.0336997271430666,3.340148507888839,71.26852780514513,833.0,0.0,0.0,0.0
179.0,327.444319,2.343e-15,4.69,1.3540157331445692e-12,0.03432763813851052,3.4023839071730886,89.39033410449827,699.0,0.0,0.0,0.0
180.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.02554188203506247,2.3462726442955097,0.4192585336063085,10931.0,0.0,0.0,0.0
181.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.025990608174647246,2.3874925459708374,0.5207128376838064,9246.0,0.0,0.0,0.0
182.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.026439334314232028,2.4287124476461655,0.6442197020260294,7844.0,0.0,0.0,0.0
183.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.026888060453816805,2.469932349321493,0.7940460362074164,6674.0,0.0,0.0,0.0
184.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.027336786593401583,2.5111522509968207,0.9751852597442345,5694.0,0.0,0.0,0.0
185.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.027785512732986364,2.552372152672149,1.1934645270633335,4871.0,9.976388481734547e-25,4.1049689465473713e+34,1.9019883369498965e+43
186.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.028234238872571142,2.5935920543474764,1.4556653890161002,4178.0,9.897978045413787e-25,4.040601432559736e+34,1.7722079759747674e+43
187.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.02868296501215592,2.634811956022804,1.7696592777531508,3592.0,9.821418410837152e-25,3.978241576886026e+34,1.653150005812278e+43
188.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.029131691151740698,2.6760318576981317,2.1445593140117882,3096.0,9.746637870369949e-25,3.9177966227508114e+34,1.5437794452791023e+43
189.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.02958041729132548,2.7172517593734598,2.5908900544789226,2675.0,9.67356854287485e-25,3.859179441671605e+34,1.4431751414856557e+43
190.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.030029143430910257,2.758471661048787,3.120776922238975,2317.0,9.60214611515971e-25,3.8023081129260983e+34,1.3505157669702707e+43
191.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.030477869570495038,2.7996915627241155,3.7481571954708794,2011.0,9.532309604489399e-25,3.747105540190406e+34,1.2650677164669428e+43
192.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.030926595710079816,2.8409114643994426,4.489014568715942,1749.0,9.464001140140861e-25,3.6934991015531265e+34,1.1861746222878857e+43
193.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03137532184966459,2.8821313660747707,5.3616394475279465,1524.0,9.39716576214104e-25,3.6414203295003926e+34,1.1132482522182104e+43
194.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03182404798924937,2.923351267750098,6.386917291020248,1331.0,9.331751235884146e-25,3.5908046181309803e+34,1.0457605910827431e+43
195.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03227277412883415,2.9645711694254255,7.588647478497712,1165.0,9.267707880724848e-25,3.5415909545917884e+34,9.832369379766758e+42
196.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03272150026841893,3.005791071100753,8.993895345144857,1021.0,9.204988411754439e-25,3.4937216727651055e+34,9.252498770347492e+42
197.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03317022640800371,3.0470109727760817,10.633380209302423,897.0,0.0,0.0,0.0
198.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03361895254758849,3.088230874451409,12.541902398663511,790.0,0.0,0.0,0.0
199.0,353.30620899999997,1.505e-14,4.69,1.4609572921118945e-12,0.03406767868717327,3.129450776126737,14.758812476459429,696.0,0.0,0.0,0.0
200.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.02489868032678983,1.9008774204083354,0.42512882376138955,11611.0,0.0,0.0,0.0
201.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.025348391631046248,1.9352104072471452,0.5313258590957781,9774.0,0.0,0.0,0.0
202.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.02579810293530266,1.9695433940859548,0.6613427596166821,8253.0,0.0,0.0,0.0
203.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.02624781423955908,2.0038763809247646,0.8199340024654216,6990.0,0.0,0.0,0.0
204.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.026697525543815496,2.038209367763574,1.0126890125661305,5938.0,7.164302932799621e-25,3.065007372077513e+34,1.9220592413440753e+43
205.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.02714723684807191,2.072542354602384,1.246159259237667,5059.0,7.105577500426068e-25,3.0148981747648404e+34,1.7854425664233614e+43
206.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.027596948152328327,2.106875341441193,1.5280017835008242,4321.0,7.048296289330393e-25,2.966417339879232e+34,1.6605746196107726e+43
207.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.028046659456584744,2.141208328280003,1.867140907024392,3701.0,6.992401047911838e-25,2.919486551150132e+34,1.5462758271129138e+43
208.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.02849637076084116,2.1755413151188128,2.2739500200351603,3178.0,6.937836758679548e-25,2.8740324359875914e+34,1.4415014638591904e+43
209.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.028946082065097575,2.209874301957622,2.7604555009929936,2735.0,6.884551411043533e-25,2.829986181453664e+34,1.3453244211340184e+43
210.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.029395793369353992,2.244207288796432,3.3405649850169445,2360.0,6.832495793316168e-25,2.7872831854836186e+34,1.2569204012063067e+43
211.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.029845504673610405,2.2785402756352413,4.030322371830635,2041.0,6.781623302034448e-25,2.74586273963984e+34,1.1755551664353913e+43
212.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.030295215977866823,2.312873262474051,4.84819214732966,1770.0,6.731889766921576e-25,2.70566774012029e+34,1.1005735320823265e+43
213.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.03074492728212324,2.347206249312861,5.815375785853533,1537.0,6.683253290002818e-25,2.666644424135797e+34,1.0313898428344578e+43
214.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.031194638586379657,2.3815392361516707,6.956163204004521,1338.0,6.635674097508907e-25,2.628742129068741e+34,9.674797149324769e+42
215.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.031644349890636074,2.4158722229904805,8.298322450075162,1168.0,6.58911440346384e-25,2.5919130722134997e+34,9.083728604508013e+42
216.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.032094061194892484,2.4502052098292895,9.873531038152207,1021.0,6.543538283793214e-25,2.5561121490038656e+34,8.536468390024495e+42
217.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.0325437724991489,2.4845381966680993,11.717852570948383,894.0,0.0,0.0,0.0
218.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.03299348380340532,2.518871183506909,13.872262542163107,784.0,0.0,0.0,0.0
219.0,425.107796,1.564e-14,4.69,1.7578641945118367e-12,0.033443195107661736,2.553204170345719,16.383227466982007,690.0,0.0,0.0,0.0
220.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.02323249539670758,1.6562846973923309,0.44074594916912924,21135.0,0.0,0.0,0.0
221.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.02375788892854166,1.6937409091348294,0.5827734163237815,17035.0,0.0,0.0,0.0
222.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.024283282460375748,1.7311971208773282,0.7656901096026845,13797.0,0.0,0.0,0.0
223.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.02480867599220983,1.7686533326198266,0.9999226940888764,11227.0,0.0,0.0,0.0
224.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.025334069524043913,1.8061095443623254,1.2982270193212264,9177.0,4.376555080963252e-25,1.31176718974423e+34,1.5444648651597525e+43
225.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.025859463055877996,1.843565756104824,1.6761373963362987,7533.0,4.33249187403089e-25,1.285454091916481e+34,1.4105970354292264e+43
226.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.02638485658771208,1.8810219678473223,2.1524892404871614,6209.0,4.289754118848739e-25,1.2601861360772948e+34,1.290716030823498e+43
227.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.026910250119546165,1.9184781795898211,2.7500249348291343,5138.0,4.248276671616113e-25,1.2359021154440516e+34,1.1831217304725954e+43
228.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.027435643651380247,1.9559343913323197,3.496093808526461,4268.0,4.207998780526474e-25,1.2125455116333303e+34,1.0863485279385933e+43
229.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.02796103718321433,1.9933906030748183,4.423458243468108,3559.0,4.168863712299293e-25,1.1900640541629757e+34,9.991292867175201e+42
230.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.028486430715048416,2.030846814817317,5.571219123444004,2977.0,4.1308184168939645e-25,1.1684093287517322e+34,9.203653826076724e+42
231.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.0290118242468825,2.0683030265598155,6.985875126661152,2500.0,4.0938132256935506e-25,1.1475364281196014e+34,8.491017159999623e+42
232.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.029537217778716582,2.1057592383023143,8.72253173862477,2105.0,4.0578015794374573e-25,1.1274036400946387e+34,7.845057979460097e+42
233.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.030062611310550665,2.1432154500448126,10.8462773303047,1779.0,4.022739782417519e-25,1.1079721684115964e+34,7.25850187863136e+42
234.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.030588004842384747,2.1806716617873114,13.433745210351622,1507.0,3.9885867800259965e-25,1.0892058822920249e+34,6.724976986966233e+42
235.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.031113398374218833,2.2181278735298102,16.574882223062367,1281.0,3.9553039570568184e-25,1.0710710913911029e+34,6.238888950955509e+42
236.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.03163879190605291,2.255584085272308,20.37494622800388,1092.0,3.92285495449037e-25,1.053536343152875e+34,5.795314978518501e+42
237.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.032164185437887,2.2930402970148074,24.95675666717887,933.0,0.0,0.0,0.0
238.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.032689578969721085,2.3304965087573057,30.463224402897957,800.0,0.0,0.0,0.0
239.0,455.23717800000003,7.289e-15,4.69,1.8824522691576605e-12,0.03321497250155517,2.3679527204998045,37.06018909803701,687.0,0.0,0.0,0.0
240.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.019848180693721216,2.933818523988343,0.4743838498799902,200951.0,0.0,0.0,0.0
241.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.020683928325244714,3.057352863008073,0.7963186628774112,134742.0,0.0,0.0,0.0
242.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.02151967595676821,3.1808872020278027,1.3086667294521084,91834.0,3.534545346006485e-25,1.990621559734827e+33,1.142227006347969e+43
243.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.022355423588291706,3.3044215410475335,2.108916123279837,63539.0,3.468678121257969e-25,1.9170550389460983e+33,9.649693957932056e+42
244.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.0231911712198152,3.427955880067263,3.3373602609449415,44581.0,3.4064119404783113e-25,1.8487802013881823e+33,8.203467398517998e+42
245.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.0240269188513387,3.5514902190869937,5.193012783347573,31687.0,3.3474303437852743e-25,1.7852449070088635e+33,7.014724678328884e+42
246.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.024862666482862193,3.6750245581067236,7.954443647235497,22796.0,3.291454455505598e-25,1.725971255036316e+33,6.030861826914344e+42
247.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.02569841411438569,3.7985588971264534,12.006768890443816,16586.0,3.23823743446416e-25,1.6705435121689102e+33,5.2113141507577124e+42
248.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.026534161745909186,3.9220932361461833,17.876266077886818,12195.0,3.1875598940701625e-25,1.6185983221507233e+33,4.524523385701687e+42
249.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.027369909377432684,4.045627575165914,26.274360349482965,9056.0,3.139226097890604e-25,1.5698167089051437e+33,3.945734595590012e+42
250.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.028205657008956178,4.1691619141856435,38.15303499470517,6788.0,3.0930607806648934e-25,1.523917501765373e+33,3.455378861414596e+42
251.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.029041404640479676,4.292696253205373,54.774068302522245,5133.0,3.048906475962853e-25,1.4806518954463476e+33,3.037874235114205e+42
252.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.029877152272003174,4.416230592225104,77.79488780779957,3913.0,3.006621258498311e-25,1.4397989234143224e+33,2.6807285260496906e+42
253.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.03071289990352667,4.539764931244834,109.37426667591352,3007.0,2.966076826730627e-25,1.4011616701897813e+33,2.3738620761524602e+42
254.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.03154864753505016,4.663299270264564,152.30156749599695,2327.0,2.92715686685658e-25,1.3645640856843092e+33,2.1090923809231447e+42
255.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.03238439516657366,4.786833609284294,210.1537687714951,1814.0,2.88975565068734e-25,1.3298482928424876e+33,1.8797388355249392e+42
256.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.03322014279809716,4.910367948304024,287.48509141594815,1423.0,2.853776828840384e-25,1.296872301658271e+33,1.680317385617372e+42
257.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.03405589042962065,5.033902287323753,390.0546789664273,1124.0,2.8191323879390618e-25,1.2655080598108246e+33,1.5063029972990797e+42
258.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.03489163806114415,5.157436626343483,525.0984782875973,893.0,0.0,0.0,0.0
259.0,219.565606,2.1899999999999998e-16,4.69,9.079262266309822e-13,0.035727385692667646,5.280970965363214,701.6522193460048,713.0,0.0,0.0,0.0
260.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.039764497343362404,1274.77618063053,0.3090858277343965,56294.0,0.0,0.0,0.0
261.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.04089173550336023,1310.9133495190204,0.43398821918065766,43270.0,0.0,0.0,0.0
262.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.04201897366335805,1347.0505184075107,0.6033819667730721,33511.0,0.0,0.0,0.0
263.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.04314621182335588,1383.1876872960013,0.8310915369312503,26140.0,0.0,0.0,0.0
264.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.0442734499833537,1419.3248561844916,1.1346359967734103,20529.0,1.6540635941557978e-20,8.187221984971692e+36,4.355685703558616e+43
265.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.04540068814335153,1455.4620250729818,1.5360615232052055,16227.0,1.633799734045163e-20,7.98711742522693e+36,3.901188265986398e+43
266.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.04652792630334935,1491.599193961472,2.0629273644004065,12905.0,1.6142766667413425e-20,7.796638759246379e+36,3.5036814652593594e+43
267.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.04765516446334718,1527.7363628499627,2.749467219805242,10323.0,1.5954501530306805e-20,7.615103347677426e+36,3.154873815735564e+43
268.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.048782402623345,1563.873531738453,3.6379501874374065,8304.0,1.5772795628545436e-20,7.441891642146413e+36,2.8478389710677405e+43
269.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.049909640783342826,1600.0107006269432,4.780267707822539,6716.0,1.5597275054251796e-20,7.276440060587508e+36,2.5767660103279813e+43
270.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.05103687894334065,1636.1478695154335,6.239775303784093,5458.0,1.542759504664185e-20,7.118234806762125e+36,2.3367597638561566e+43
271.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.05216411710333847,1672.285038403924,8.093420364211736,4458.0,1.526343713532828e-20,6.966806491083098e+36,2.123680315168322e+43
272.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.053291355263336296,1708.4222072924144,10.434189735815092,3658.0,1.5104506618663566e-20,6.821725434155574e+36,1.934013347718991e+43
273.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.054418593423334126,1744.559376180905,13.373913455889097,3015.0,1.4950530331600646e-20,6.682597554011956e+36,1.764764908505062e+43
274.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.05554583158333195,1780.6965450693951,17.04646356546408,2496.0,1.480125466461819e-20,6.549060754165613e+36,1.6133756001175438e+43
275.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.05667306974332978,1816.8337139578857,21.611389568102435,2074.0,1.4656443800684307e-20,6.420781742478237e+36,1.477650308483517e+43
276.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.0578003079033276,1852.970882846376,27.25803472541583,1731.0,1.4515878143352993e-20,6.297453222860421e+36,1.3557004125391235e+43
277.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.058927546063325426,1889.1080517348662,34.21017998408169,1449.0,1.4379352910489426e-20,6.178791408503415e+36,1.2458960676657213e+43
278.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.06005478422332325,1925.2452206233565,42.73126488678936,1218.0,1.42466768748342e-20,6.06453381576991e+36,1.146826655082238e+43
279.0,1.012368,3.9e-17,1.395,4.186245172670414e-15,0.06118202238332107,1961.382389511847,53.13023730507961,1028.0,1.4117671232745233e-20,5.954437301708825e+36,1.0572678781789637e+43
280.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.019379699080777545,4.998317617241413,0.479252709330747,442059.0,0.0,0.0,0.0
281.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.02034775009876379,5.247992621864602,0.8843135836972636,275555.0,0.0,0.0,0.0
282.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.021315801116750036,5.49766762648779,1.5844132811277931,175696.0,3.317583159318156e-25,1.4730500377901753e+33,1.020062545407936e+43
283.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.022283852134736278,5.747342631110977,2.763678602651614,114357.0,3.245624178609841e-25,1.4097853729601518e+33,8.380060366553137e+42
284.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.023251903152722523,5.997017635734165,4.703864560971471,75850.0,3.178216753036229e-25,1.3517781282337576e+33,6.942966866116121e+42
285.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.02421995417070877,6.246692640357355,7.82780877983166,51187.0,3.114900644742479e-25,1.2983979614158413e+33,5.797215357532423e+42
286.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.02518800518869501,6.496367644980541,12.758842732095461,35099.0,3.055278189944725e-25,1.249111433465136e+33,4.875334297833672e+42
287.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.026156056206681256,6.746042649603731,20.4008691428465,24425.0,2.9990037713507474e-25,1.2034640762887857e+33,4.127283541531224e+42
288.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.0271241072246675,6.995717654226918,32.04488538685702,17231.0,2.9457753773700397e-25,1.1610663005134871e+33,3.515516767613053e+42
289.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.028092158242653747,7.245392658850108,49.508976194136515,12311.0,2.895327776166431e-25,1.1215822169055111e+33,3.011557290741919e+42
290.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.029060209260639992,7.495067663473296,75.32023157147286,8901.0,2.847426951880792e-25,1.0847206921815204e+33,2.5935904763133482e+42
291.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.030028260278626234,7.7447426680964835,112.94868374919439,6507.0,2.8018655358744452e-25,1.050228134733201e+33,2.2447491880420384e+42
292.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.03099631129661248,7.994417672719672,167.10521624667925,4806.0,2.758459029568787e-25,1.0178826323080396e+33,1.9518781925523717e+42
293.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.031964362314598725,8.24409267734286,244.1174946531822,3585.0,2.7170426616337994e-25,9.874891549344401e+32,1.7046338136305335e+42
294.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.03293241333258497,8.493767681966048,352.400317829244,2698.0,2.677468757262632e-25,9.58875603839764e+32,1.4948210517428685e+42
295.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.033900464350571216,8.743442686589237,503.039404765003,2049.0,2.63960452403757e-25,9.318895374697968e+32,1.315900785660662e+42
296.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.03486851536855746,8.993117691212424,710.5105303249946,1568.0,2.6033301781228054e-25,9.06395442648204e+32,1.1626200689108877e+42
297.0,125.83458799999998,5.273e-17,7.5,5.203388852373548e-13,0.0358365663865437,9.242792695835613,993.5591156391911,1209.0,2.568537351337846e-25,8.82272448328227e+32,1.0307323912532438e+42
